TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
457.3,Debit,Virginia Beach,Online,28,Engineer,15,1,8318.29,0
800.55,Debit,Oklahoma City,ATM,31,Engineer,108,1,9660.22,0
162.1,Debit,Milwaukee,Branch,41,Engineer,151,1,8576.65,0
222.96,Credit,Fresno,ATM,65,Doctor,150,1,7370.41,0
423.96,Debit,San Diego,ATM,43,Doctor,75,1,8374.38,0
163.68,Debit,San Diego,Branch,41,Doctor,292,1,10090.05,0
26.3,Debit,Virginia Beach,ATM,32,Doctor,33,1,7473.73,0
103.81,Debit,Oklahoma City,ATM,36,Doctor,34,1,7044.63,0
488.54,Debit,Jacksonville,Branch,52,Engineer,132,1,7486.63,0
75.77,Debit,Charlotte,Branch,51,Engineer,148,1,8361.7,0
512.81,Debit,Sacramento,Branch,79,Retired,30,1,6994.34,0
54.52,Debit,Indianapolis,Branch,32,Doctor,164,1,6980.98,0
337.99,Debit,Colorado Springs,ATM,70,Doctor,115,1,9038.63,0
606.27,Debit,Louisville,Branch,29,Doctor,42,1,9668.78,0
199.7,Debit,Indianapolis,ATM,43,Engineer,285,1,7574.45,0
199.39,Debit,Colorado Springs,Branch,69,Retired,165,1,7264.79,0
415.88,Debit,San Diego,Branch,70,Doctor,170,1,10008.33,0
744.41,Credit,Houston,Online,39,Engineer,107,1,8842.47,0
202.49,Credit,Virginia Beach,ATM,48,Engineer,69,1,7447.1,0
589.89,Debit,Jacksonville,Branch,56,Engineer,213,3,9404.63,0
301.39,Credit,Denver,Online,47,Doctor,104,1,10548.58,0
333.67,Debit,Fort Worth,Online,36,Engineer,68,1,9238.08,0
97.73,Debit,Sacramento,Branch,69,Doctor,156,1,7885.21,0
1021.16,Debit,Albuquerque,ATM,20,Student,104,1,9427.06,0
493.11,Debit,Colorado Springs,Branch,53,Retired,236,1,7432.99,0
207.2,Debit,Columbus,Online,60,Engineer,133,1,8092.94,0
179.38,Debit,Chicago,Online,30,Engineer,28,1,8741.51,0
10.15,Debit,Austin,ATM,59,Doctor,58,5,7155.04,0
79.92,Debit,Miami,ATM,44,Engineer,274,2,9138.76,0
152.42,Debit,San Jose,ATM,42,Doctor,176,1,9141.79,0
23.14,Credit,Mesa,Online,47,Doctor,93,1,10536.54,0
196.49,Debit,Oklahoma City,Branch,41,Engineer,65,1,7516.56,0
1340.19,Credit,Austin,Online,54,Engineer,30,1,8654.28,0
515.57,Debit,Columbus,ATM,27,Engineer,56,1,9269.67,0
174.25,Debit,Seattle,Online,50,Doctor,67,1,10528.34,0
361.27,Debit,Omaha,ATM,63,Doctor,180,1,7945.57,0
474.77,Debit,Boston,Online,46,Engineer,284,1,8494.53,0
97.98,Debit,Denver,Branch,72,Retired,18,1,7460.33,0
582.17,Debit,Tucson,Branch,57,Engineer,135,1,7310.83,0
332.15,Debit,Dallas,ATM,59,Doctor,105,1,9749.46,0
14.34,Credit,Memphis,Online,67,Retired,24,1,7932.51,0
133.06,Debit,Las Vegas,Online,35,Engineer,143,1,8843.44,0
29.92,Credit,Denver,Online,68,Doctor,63,1,7855.01,0
251.18,Debit,San Jose,ATM,42,Engineer,246,1,8303.9,0
28.38,Debit,Tucson,Branch,45,Doctor,260,1,8892.62,0
168.34,Debit,Phoenix,ATM,64,Retired,240,1,7483.01,0
535.91,Debit,Las Vegas,Online,43,Engineer,22,1,9642.12,0
407.65,Debit,Boston,Online,26,Engineer,62,1,8346.64,0
12.82,Debit,Fort Worth,ATM,44,Engineer,156,1,9045.19,0
240.03,Debit,Atlanta,Online,33,Engineer,31,1,7807.73,0
386.81,Credit,Detroit,Online,57,Doctor,149,1,7175.29,0
15.81,Debit,Oklahoma City,Branch,69,Doctor,11,4,8384.85,0
195.76,Debit,Philadelphia,Branch,75,Retired,99,1,7323.53,0
134.7,Debit,Fort Worth,ATM,50,Doctor,106,1,8395.85,0
488.15,Debit,Louisville,Branch,43,Engineer,168,1,7071.09,0
237.84,Debit,Nashville,Branch,26,Student,16,1,8932.39,0
393.68,Debit,San Diego,ATM,55,Doctor,141,1,10135.88,0
981.9,Credit,Baltimore,Online,43,Doctor,112,1,9018.33,0
364.13,Debit,Fort Worth,ATM,63,Doctor,61,1,8198.0,0
38.41,Debit,Denver,ATM,40,Doctor,117,1,9129.68,0
406.12,Debit,Houston,ATM,42,Doctor,106,1,10501.53,0
416.62,Credit,Baltimore,Online,26,Student,67,1,9700.9,0
521.15,Debit,Kansas City,ATM,54,Doctor,214,1,9442.47,0
230.3,Debit,Colorado Springs,Online,46,Engineer,24,1,8356.88,0
47.42,Debit,San Diego,ATM,64,Doctor,28,1,8253.52,0
237.99,Credit,Kansas City,Branch,39,Doctor,86,1,8510.09,0
601.4,Credit,Philadelphia,Branch,56,Engineer,104,1,8458.29,0
157.56,Debit,Indianapolis,Branch,43,Doctor,159,1,7541.16,0
362.04,Credit,Philadelphia,Branch,58,Doctor,198,2,8421.88,0
189.65,Debit,Charlotte,ATM,21,Student,60,1,8457.09,0
230.51,Credit,Memphis,Branch,51,Engineer,56,1,9522.37,0
259.91,Debit,Denver,Online,49,Doctor,170,1,7176.86,0
151.37,Debit,Baltimore,ATM,54,Engineer,53,1,8356.08,0
65.01,Credit,Austin,Online,29,Doctor,67,1,10235.19,0
85.58,Debit,Fort Worth,ATM,55,Engineer,60,1,7794.84,0
184.19,Debit,Indianapolis,ATM,67,Retired,58,1,7588.67,0
451.7,Debit,Chicago,Online,29,Engineer,103,1,8994.67,0
55.98,Credit,Kansas City,Branch,24,Student,87,1,7047.04,0
386.68,Debit,New York,Branch,46,Doctor,128,1,6863.06,0
54.91,Credit,Columbus,ATM,41,Engineer,275,1,7927.27,0
717.74,Credit,Sacramento,Online,42,Engineer,168,1,8375.16,0
0.45,Debit,Kansas City,Branch,34,Engineer,172,1,8670.23,0
508.68,Credit,Mesa,Branch,51,Engineer,127,1,7708.41,0
321.15,Debit,Los Angeles,Branch,46,Doctor,179,1,7005.05,0
34.07,Debit,Philadelphia,Branch,22,Student,81,1,8709.77,0
344.87,Debit,Houston,Branch,58,Retired,25,1,7447.44,0
196.16,Debit,Virginia Beach,Branch,27,Engineer,146,1,9418.86,0
277.02,Credit,Denver,ATM,46,Doctor,227,1,8586.38,0
165.31,Debit,Boston,ATM,49,Doctor,28,1,7346.66,0
98.54,Credit,El Paso,Online,20,Student,167,1,9383.43,0
162.1,Debit,Baltimore,Branch,64,Doctor,221,1,9578.74,0
18.68,Credit,Albuquerque,Branch,59,Retired,106,1,7948.37,0
258.21,Debit,San Antonio,Online,39,Doctor,225,1,9562.41,0
139.53,Credit,Louisville,Online,53,Doctor,177,1,10098.86,0
294.61,Debit,Omaha,Branch,60,Retired,74,1,7375.59,0
29.58,Debit,Colorado Springs,Branch,54,Engineer,121,1,8345.26,0
383.37,Debit,Fort Worth,Branch,30,Engineer,24,1,8901.93,0
11.18,Debit,Miami,ATM,53,Engineer,144,1,7467.3,0
66.5,Credit,Louisville,Online,32,Engineer,144,1,6820.23,0
28.53,Debit,Washington,Online,62,Doctor,99,1,8670.53,0
56.84,Debit,Raleigh,ATM,45,Engineer,185,1,7977.78,0
501.3,Credit,San Antonio,Online,26,Engineer,146,1,8520.08,0
124.05,Credit,Albuquerque,Branch,61,Doctor,220,1,7009.54,0
85.77,Debit,Las Vegas,Branch,38,Doctor,93,1,9146.19,0
52.2,Debit,Atlanta,Online,39,Engineer,120,1,8974.93,0
284.89,Debit,Atlanta,Online,53,Doctor,115,1,9738.6,0
83.02,Credit,Seattle,Online,36,Engineer,171,1,9009.56,0
208.07,Debit,Oklahoma City,Online,32,Doctor,36,1,8478.9,0
123.35,Credit,Baltimore,Online,31,Doctor,10,1,6852.16,0
121.82,Debit,Colorado Springs,Online,69,Doctor,123,3,8354.54,0
421.56,Debit,San Jose,Online,53,Engineer,144,1,8037.87,0
291.46,Debit,Miami,ATM,57,Retired,135,1,7142.53,0
433.9,Debit,Albuquerque,Online,65,Doctor,37,1,9013.1,0
176.52,Credit,San Diego,Online,73,Retired,94,5,7132.08,0
306.9,Debit,Colorado Springs,Online,46,Engineer,51,1,9418.08,0
92.24,Debit,Philadelphia,Branch,60,Engineer,93,1,6937.48,0
162.59,Debit,Indianapolis,Branch,64,Retired,19,1,7104.83,0
777.88,Debit,Houston,Branch,31,Engineer,17,1,6825.55,0
184.5,Debit,Raleigh,Online,26,Student,25,1,8569.06,0
13.45,Credit,Atlanta,Online,26,Student,198,1,7429.4,0
603.54,Debit,Albuquerque,Online,44,Doctor,26,1,10517.47,0
351.38,Debit,New York,Branch,64,Retired,21,1,7606.63,0
588.36,Debit,Charlotte,Online,33,Engineer,134,1,8434.99,0
43.1,Debit,Denver,Branch,25,Student,102,1,6944.9,0
106.23,Credit,Detroit,Branch,51,Engineer,86,1,9095.14,0
74.86,Debit,Nashville,Branch,70,Doctor,125,1,6921.48,0
209.09,Debit,Virginia Beach,ATM,48,Doctor,203,1,9100.81,0
11.46,Credit,Austin,Branch,75,Retired,64,1,7258.33,0
17.78,Credit,Albuquerque,Online,52,Engineer,59,1,7599.52,0
506.83,Debit,Indianapolis,Branch,37,Engineer,45,1,9975.79,0
106.43,Credit,Phoenix,ATM,52,Engineer,164,1,9403.12,0
180.36,Credit,Oklahoma City,Online,33,Engineer,55,1,9905.23,0
524.55,Debit,El Paso,ATM,39,Doctor,175,1,8292.75,0
271.22,Credit,Louisville,ATM,45,Doctor,87,1,6863.02,0
359.51,Debit,Charlotte,Online,79,Retired,157,1,7153.72,0
129.94,Debit,Las Vegas,ATM,32,Engineer,235,1,7954.92,0
856.9,Debit,New York,Branch,36,Engineer,150,1,8579.69,0
228.4,Debit,Omaha,ATM,67,Doctor,116,1,9598.43,0
376.26,Debit,Tucson,ATM,37,Engineer,245,1,9062.4,0
1152.58,Debit,Austin,Branch,65,Retired,180,1,7567.17,0
115.02,Debit,San Antonio,Branch,37,Doctor,175,1,7643.66,0
11.02,Debit,Austin,Online,42,Doctor,42,1,7879.66,0
870.43,Debit,Los Angeles,Branch,29,Doctor,55,1,10115.18,0
14.1,Debit,Louisville,Branch,45,Engineer,73,1,6949.21,0
334.07,Debit,New York,Branch,59,Engineer,200,1,7306.79,0
10.3,Debit,Fresno,ATM,47,Engineer,197,1,7801.32,0
609.14,Debit,Tucson,ATM,39,Engineer,177,1,9033.87,0
233.24,Debit,Louisville,ATM,33,Engineer,72,1,6939.23,0
795.31,Debit,Mesa,ATM,66,Doctor,90,2,7914.88,0
354.4,Debit,Chicago,ATM,74,Retired,128,1,7358.65,0
336.01,Debit,Colorado Springs,Online,63,Doctor,121,4,9938.2,0
215.9,Debit,Los Angeles,ATM,38,Doctor,235,1,7873.28,0
69.43,Debit,Las Vegas,ATM,30,Engineer,162,1,9281.85,0
226.37,Credit,Louisville,Branch,49,Doctor,141,1,9840.04,0
50.43,Debit,San Jose,Branch,32,Doctor,51,1,9794.26,0
444.89,Credit,Las Vegas,Branch,43,Doctor,101,1,10328.23,0
768.94,Debit,Indianapolis,Branch,64,Retired,53,1,6860.18,0
254.37,Credit,Dallas,Online,51,Engineer,174,1,8849.26,0
173.45,Debit,Philadelphia,ATM,31,Engineer,161,1,9077.62,0
12.23,Debit,Houston,ATM,42,Engineer,139,1,7844.88,0
110.4,Credit,San Diego,ATM,56,Doctor,62,1,8639.36,0
201.69,Debit,Las Vegas,ATM,59,Doctor,299,1,7328.52,0
865.17,Debit,Houston,Branch,24,Student,161,1,9297.5,0
86.79,Debit,Fort Worth,Branch,33,Doctor,166,1,8795.37,0
400.69,Debit,Las Vegas,Online,32,Engineer,26,1,9040.33,0
152.0,Debit,Albuquerque,ATM,51,Engineer,63,1,7531.43,0
415.5,Debit,Memphis,ATM,66,Doctor,141,1,10113.66,0
78.33,Credit,Memphis,Online,56,Engineer,189,1,7255.33,0
28.31,Credit,Miami,Online,59,Doctor,20,1,8334.47,0
143.03,Debit,San Antonio,ATM,63,Retired,147,1,7981.45,0
59.12,Debit,Baltimore,ATM,29,Doctor,257,1,9823.64,0
414.64,Debit,Mesa,Branch,32,Doctor,74,1,7253.22,0
309.42,Debit,Fresno,Branch,27,Engineer,42,1,8564.46,0
257.6,Credit,Fort Worth,Online,59,Retired,293,1,7950.74,0
396.45,Debit,New York,ATM,49,Engineer,168,3,9690.15,0
602.8,Debit,Baltimore,Branch,60,Retired,173,1,7417.69,0
22.62,Debit,Virginia Beach,ATM,64,Doctor,102,1,7682.0,0
300.47,Debit,Jacksonville,Branch,73,Retired,100,1,7885.64,0
204.63,Debit,Las Vegas,Online,52,Engineer,92,1,9199.52,0
61.4,Debit,San Jose,Branch,41,Engineer,20,2,7892.87,0
22.61,Debit,Seattle,Online,19,Student,145,1,1111.67,1
654.49,Credit,Austin,Online,25,Student,104,1,164.61,1
102.81,Debit,Seattle,Branch,76,Retired,47,1,3228.87,1
335.48,Debit,Oklahoma City,Branch,45,Engineer,155,1,3023.16,1
66.91,Debit,Seattle,ATM,39,Doctor,85,1,871.1,1
68.28,Debit,Boston,Online,56,Engineer,293,1,3213.16,1
199.02,Debit,Memphis,ATM,22,Student,185,1,793.63,1
389.05,Debit,Dallas,ATM,27,Student,41,1,761.0,1
362.68,Credit,Miami,ATM,63,Retired,137,1,2040.77,1
7.38,Debit,Houston,Online,67,Retired,105,1,2923.83,1
16.53,Debit,Houston,ATM,21,Student,220,1,707.95,1
38.14,Debit,Albuquerque,Online,19,Student,174,1,1119.21,1
11.02,Debit,Tucson,Branch,19,Student,280,1,964.79,1
95.23,Debit,Denver,Online,20,Student,60,3,966.88,1
209.99,Debit,Denver,ATM,19,Student,40,1,1938.01,1
218.19,Debit,Austin,ATM,19,Student,185,1,620.83,1
21.23,Debit,Virginia Beach,ATM,23,Student,103,4,319.18,1
73.23,Debit,San Francisco,Branch,20,Student,172,1,1309.85,1
129.62,Credit,San Jose,ATM,23,Student,124,1,620.28,1
83.43,Debit,New York,Online,56,Retired,109,1,1870.16,1
506.81,Debit,Milwaukee,ATM,59,Engineer,41,1,2757.23,1
195.54,Debit,Omaha,Online,60,Retired,255,1,2794.66,1
4.47,Debit,Baltimore,Branch,27,Student,132,1,1381.75,1
446.1,Debit,Seattle,ATM,25,Student,243,1,1008.44,1
147.74,Debit,Raleigh,Branch,23,Student,15,1,1711.78,1
1228.81,Debit,San Francisco,ATM,26,Student,254,1,1821.0,1
342.57,Debit,Boston,Online,20,Student,91,1,339.16,1
63.33,Credit,Louisville,Branch,23,Student,124,1,792.33,1
23.23,Credit,Miami,Branch,21,Student,122,1,269.01,1
278.88,Debit,Kansas City,Branch,64,Doctor,179,2,1334.09,1
71.87,Debit,Nashville,ATM,22,Student,258,1,1839.1,1
1105.88,Debit,Omaha,ATM,34,Engineer,36,1,2636.32,1
965.66,Debit,Raleigh,ATM,53,Engineer,32,1,765.81,1
94.09,Debit,Miami,Branch,27,Student,203,1,646.85,1
75.43,Debit,Fresno,ATM,77,Retired,266,1,1441.86,1
343.86,Debit,Charlotte,Branch,57,Engineer,70,1,3278.65,1
43.88,Credit,Seattle,Online,26,Student,251,1,1644.09,1
273.24,Debit,Fresno,Branch,51,Retired,173,1,2202.21,1
591.98,Debit,El Paso,ATM,28,Student,132,1,387.65,1
193.16,Debit,Charlotte,ATM,64,Retired,109,1,2304.56,1
224.79,Debit,Boston,Online,18,Student,129,1,528.38,1
802.89,Debit,Chicago,ATM,19,Student,175,1,1973.63,1
26.07,Debit,Baltimore,Branch,20,Student,19,3,349.98,1
170.45,Debit,San Francisco,Branch,60,Engineer,199,1,2284.41,1
344.27,Debit,San Antonio,Branch,22,Student,123,1,1918.36,1
872.72,Debit,Washington,Online,22,Student,288,1,503.01,1
292.95,Debit,Memphis,Branch,37,Engineer,56,1,1216.91,1
535.4,Debit,San Diego,Branch,23,Student,110,1,651.84,1
28.44,Debit,Fresno,ATM,18,Student,243,1,1071.04,1
209.02,Debit,El Paso,ATM,21,Student,74,1,187.9,1
881.32,Debit,El Paso,Online,31,Engineer,59,1,2287.93,1
276.26,Debit,Louisville,Branch,56,Doctor,143,1,120.89,1
459.29,Credit,Kansas City,Online,64,Retired,109,1,1006.12,1
338.69,Debit,Virginia Beach,Branch,18,Student,169,1,1137.89,1
76.21,Debit,Los Angeles,Branch,22,Student,69,1,664.93,1
180.46,Debit,Fresno,ATM,25,Student,34,1,831.75,1
692.55,Debit,Charlotte,Branch,53,Retired,109,1,2451.56,1
107.48,Debit,Los Angeles,Branch,20,Student,103,1,1379.39,1
81.51,Debit,Washington,Branch,25,Student,97,1,865.49,1
239.85,Debit,Tucson,ATM,70,Retired,50,1,1477.63,1
281.91,Debit,Denver,Branch,25,Student,269,1,225.53,1
55.99,Debit,El Paso,ATM,35,Doctor,95,1,932.61,1
105.37,Debit,Sacramento,ATM,25,Student,160,1,1068.55,1
118.83,Debit,Virginia Beach,Online,28,Student,295,1,1616.3,1
46.22,Debit,San Jose,Branch,23,Student,217,1,471.28,1
659.71,Credit,San Jose,Branch,21,Student,148,1,106.86,1
377.97,Debit,Miami,Online,72,Retired,160,1,2457.1,1
11.3,Credit,Louisville,Online,55,Retired,41,1,1938.99,1
130.93,Credit,Houston,Branch,28,Engineer,149,1,860.12,1
21.9,Debit,Phoenix,ATM,28,Student,30,1,1052.27,1
427.83,Debit,Phoenix,ATM,47,Engineer,29,1,3293.06,1
73.35,Debit,San Francisco,Branch,24,Student,47,1,1181.84,1
717.36,Credit,San Diego,Online,22,Student,138,1,514.88,1
307.24,Debit,San Jose,ATM,19,Student,136,2,1670.72,1
335.68,Debit,Tucson,Online,24,Student,142,1,1188.95,1
50.52,Debit,Boston,Online,20,Student,140,1,1121.19,1
34.93,Debit,Columbus,Branch,31,Engineer,72,1,2810.37,1
213.25,Debit,San Francisco,Branch,25,Student,63,1,677.79,1
12.35,Debit,Fresno,Branch,25,Student,22,1,1846.85,1
469.13,Credit,San Antonio,ATM,54,Doctor,139,1,1265.28,1
584.51,Debit,Denver,ATM,74,Retired,76,1,3254.56,1
997.37,Debit,Fort Worth,ATM,23,Student,145,1,1146.09,1
336.05,Debit,San Antonio,Branch,28,Student,164,1,1635.05,1
334.79,Credit,Denver,Branch,69,Doctor,292,1,624.09,1
256.66,Credit,Raleigh,Online,54,Retired,137,1,1794.5,1
432.18,Debit,Las Vegas,Branch,18,Student,162,1,678.83,1
22.3,Debit,Philadelphia,ATM,21,Student,90,1,1200.35,1
275.2,Debit,New York,Online,54,Engineer,81,1,1230.12,1
69.8,Credit,New York,Branch,27,Student,138,1,136.77,1
406.81,Debit,New York,Online,66,Retired,84,1,1968.36,1
1647.74,Debit,Louisville,ATM,67,Retired,52,1,1483.84,1
179.62,Debit,Tucson,Online,24,Student,119,1,409.26,1
642.68,Debit,Jacksonville,ATM,76,Retired,66,1,1831.2,1
13.87,Debit,Phoenix,Branch,24,Student,20,1,954.83,1
430.98,Debit,Baltimore,Branch,24,Student,93,1,569.25,1
36.97,Debit,Virginia Beach,Branch,41,Engineer,79,1,2850.92,1
410.97,Debit,Los Angeles,ATM,22,Student,45,1,151.42,1
425.91,Debit,Jacksonville,ATM,23,Student,47,1,383.58,1
605.42,Debit,Mesa,ATM,21,Student,33,1,392.34,1
269.79,Debit,San Jose,ATM,52,Engineer,17,1,1292.1,1
263.34,Debit,Denver,ATM,64,Retired,55,1,2411.02,1
17.21,Debit,Omaha,Online,23,Student,219,1,914.16,1
211.91,Debit,Indianapolis,Online,20,Student,181,1,927.47,1
80.96,Credit,Jacksonville,Online,19,Student,97,1,959.94,1
95.78,Debit,Atlanta,Online,22,Student,27,1,271.64,1
883.92,Credit,Tucson,Online,53,Retired,129,1,2342.64,1
142.19,Debit,Houston,Branch,18,Student,27,4,524.46,1
190.9,Debit,Jacksonville,Online,28,Student,40,1,101.25,1
107.1,Credit,Philadelphia,Online,25,Student,175,1,193.8,1
1235.69,Credit,San Jose,Branch,20,Student,118,1,420.25,1
73.19,Debit,Atlanta,Branch,76,Retired,213,1,2264.98,1
421.52,Debit,San Jose,Branch,20,Student,67,1,369.86,1
249.34,Debit,Charlotte,ATM,26,Engineer,197,1,3030.97,1
430.83,Debit,Los Angeles,Branch,18,Student,292,1,941.49,1
178.43,Debit,Baltimore,Branch,26,Student,136,1,1214.93,1
6.03,Debit,Chicago,Branch,76,Retired,70,1,3290.72,1
595.91,Credit,San Antonio,ATM,19,Student,162,1,1673.76,1
35.46,Debit,Nashville,ATM,56,Retired,285,1,1532.72,1
440.03,Debit,San Jose,Online,49,Engineer,88,1,1490.44,1
86.35,Credit,Indianapolis,Branch,52,Retired,24,1,1550.48,1
54.5,Credit,Philadelphia,Branch,57,Retired,147,1,1715.22,1
603.23,Debit,Detroit,Branch,28,Student,48,1,117.98,1
185.97,Debit,Denver,Online,23,Student,19,1,1776.91,1
235.34,Debit,Washington,Branch,26,Student,68,1,566.83,1
66.76,Credit,Austin,Branch,36,Doctor,44,1,184.72,1
270.39,Debit,Jacksonville,ATM,25,Student,104,1,899.15,1
285.26,Debit,Atlanta,ATM,28,Student,93,1,167.72,1
132.42,Debit,Denver,ATM,18,Student,164,1,726.39,1
50.0,Credit,Jacksonville,ATM,53,Doctor,87,1,185.87,1
267.48,Debit,Albuquerque,ATM,21,Student,159,2,811.86,1
39.41,Debit,Louisville,Branch,25,Student,132,1,921.91,1
307.68,Credit,Detroit,Online,75,Retired,162,1,2052.84,1
124.98,Debit,Washington,ATM,24,Student,78,1,642.0,1
202.55,Debit,Dallas,ATM,21,Student,34,2,701.73,1
161.1,Credit,Miami,ATM,19,Student,104,1,239.12,1
348.17,Debit,El Paso,ATM,21,Student,181,1,1887.84,1
557.78,Credit,Phoenix,Branch,26,Student,102,1,1289.48,1
149.4,Debit,Chicago,ATM,53,Retired,123,1,1035.22,1
173.6,Debit,Austin,Online,21,Student,160,1,421.44,1
8.95,Debit,Oklahoma City,Online,76,Retired,102,1,3299.84,1
917.81,Debit,Kansas City,ATM,64,Retired,75,2,3173.17,1
251.54,Debit,Tucson,Branch,48,Doctor,177,1,254.75,1
83.16,Debit,Los Angeles,ATM,61,Retired,177,1,3065.87,1
408.62,Credit,Fort Worth,Online,48,Engineer,159,1,2498.48,1
54.1,Credit,Boston,Branch,28,Engineer,17,1,940.91,1
643.03,Credit,Jacksonville,Online,36,Engineer,52,1,2882.16,1
246.41,Debit,Detroit,ATM,54,Retired,23,1,1431.6,1
293.54,Debit,Sacramento,Online,40,Engineer,45,1,2290.1,1
185.07,Debit,Colorado Springs,Branch,22,Student,159,1,636.42,1
99.98,Credit,Washington,Online,73,Retired,152,1,3037.97,1
411.47,Debit,Fort Worth,ATM,26,Student,120,1,796.63,1
95.83,Debit,Washington,Online,27,Student,91,1,1726.4,1
141.91,Debit,Miami,Branch,23,Student,49,1,791.97,1
297.86,Credit,Milwaukee,ATM,28,Student,96,1,1680.14,1
220.2,Debit,Boston,Online,28,Student,102,1,1075.15,1
32.91,Debit,Fort Worth,Online,19,Student,255,1,427.3,1
359.42,Debit,Baltimore,Branch,55,Doctor,30,1,1765.45,1
193.38,Debit,Memphis,ATM,18,Student,285,1,1081.79,1
161.31,Debit,Nashville,ATM,28,Student,13,1,1268.67,1
138.82,Debit,Fort Worth,Online,77,Retired,53,1,3100.22,1
841.5,Credit,Atlanta,Branch,25,Student,287,1,352.31,1
499.48,Debit,Charlotte,ATM,24,Student,133,1,1242.62,1
31.81,Debit,Fort Worth,Online,51,Retired,149,1,1406.6,1
587.23,Debit,Omaha,Online,27,Student,144,1,500.84,1
163.22,Debit,Miami,Online,26,Student,217,1,1788.27,1
719.76,Debit,San Francisco,Branch,19,Student,190,1,690.52,1
487.16,Credit,Los Angeles,Branch,28,Student,84,1,321.21,1
91.32,Debit,Milwaukee,Branch,58,Engineer,77,1,2618.1,1
54.85,Credit,San Francisco,Branch,58,Retired,40,1,2727.45,1
33.03,Debit,Washington,Branch,21,Student,28,1,935.88,1
174.39,Debit,San Francisco,ATM,19,Student,36,1,1127.08,1
25.32,Debit,Oklahoma City,ATM,19,Student,25,1,1642.34,1
217.61,Debit,Omaha,Online,27,Student,120,1,1661.1,1
0.26,Debit,Oklahoma City,Online,20,Student,173,1,1833.67,1
131.69,Credit,Denver,Branch,53,Engineer,59,1,2958.43,1
1510.71,Debit,Oklahoma City,Online,66,Retired,51,1,2060.02,1
192.23,Debit,Albuquerque,Online,54,Engineer,39,3,2610.67,1
203.12,Debit,San Jose,ATM,56,Retired,181,1,1562.39,1
175.02,Debit,Phoenix,Online,28,Student,71,1,1493.88,1
31.7,Credit,Raleigh,ATM,48,Doctor,121,1,743.9,1
787.41,Debit,Memphis,Online,25,Student,39,1,300.87,1
356.56,Debit,New York,Online,47,Engineer,52,1,2485.73,1
10.31,Debit,Louisville,Online,36,Engineer,280,1,2137.9,1
221.49,Credit,Oklahoma City,Branch,23,Student,196,1,707.25,1
4.39,Debit,Philadelphia,ATM,26,Student,63,1,1429.61,1
611.15,Debit,Detroit,ATM,27,Student,121,1,892.83,1
279.3,Debit,Oklahoma City,ATM,19,Student,48,1,1193.61,1
45.92,Debit,Nashville,ATM,26,Student,23,1,544.56,1
34.31,Debit,Philadelphia,ATM,24,Student,251,1,1484.76,1
761.73,Debit,Columbus,ATM,19,Student,27,1,151.28,1
17.67,Debit,San Diego,Online,63,Doctor,91,1,1048.18,1
331.38,Debit,Miami,ATM,42,Engineer,122,1,844.55,1
1493.0,Debit,Colorado Springs,ATM,69,Retired,151,1,1619.16,1
459.25,Debit,Tucson,Branch,25,Student,59,1,130.76,1
51.25,Credit,Austin,Branch,28,Student,66,1,1744.4,1
69.28,Debit,Los Angeles,Online,25,Student,129,1,708.74,1
153.08,Debit,Omaha,ATM,24,Student,201,1,1292.21,1
64.12,Credit,Indianapolis,Branch,57,Doctor,222,1,1029.09,1
57.38,Debit,Kansas City,Online,28,Student,86,1,899.52,1
94.64,Credit,New York,ATM,28,Student,144,1,586.76,1
155.56,Credit,Austin,Branch,19,Student,64,1,129.79,1
407.65,Debit,Denver,ATM,25,Student,263,1,273.78,1
74.72,Debit,Phoenix,Online,26,Student,132,1,165.75,1
388.07,Debit,Seattle,Online,24,Student,68,1,289.71,1
395.27,Credit,Miami,Online,18,Student,167,1,1764.08,1
859.3,Credit,Colorado Springs,Branch,78,Retired,68,1,1146.78,1
91.84,Credit,Mesa,Branch,67,Retired,80,1,1712.41,1
305.92,Debit,El Paso,ATM,72,Retired,88,1,1445.47,1
836.45,Debit,Virginia Beach,Online,61,Retired,63,1,1731.89,1
314.55,Credit,Dallas,Branch,27,Student,19,2,1105.89,1
641.06,Debit,Colorado Springs,ATM,23,Student,25,1,1602.13,1
547.98,Debit,Oklahoma City,ATM,28,Student,171,1,1358.54,1
28.78,Credit,Tucson,Online,40,Doctor,51,1,680.55,1
116.33,Debit,Fresno,Branch,27,Student,144,1,1696.15,1
537.71,Credit,Mesa,Online,19,Student,175,1,1806.08,1
91.38,Debit,Jacksonville,ATM,65,Retired,179,1,2402.58,1
254.86,Debit,Boston,Branch,23,Student,102,1,699.9,1
427.69,Debit,Raleigh,ATM,43,Engineer,236,1,2443.54,1
355.0,Credit,Fort Worth,Online,26,Student,33,1,185.47,1
170.19,Credit,Los Angeles,Branch,27,Student,156,5,745.87,1
1397.59,Credit,Austin,ATM,26,Student,144,1,1134.79,1
93.22,Debit,Charlotte,Online,52,Retired,52,1,1014.63,1
427.79,Debit,San Jose,Branch,18,Student,189,1,1479.67,1
52.23,Credit,San Francisco,Branch,28,Student,96,1,105.01,1
47.79,Debit,Denver,Branch,25,Student,37,1,1649.92,1
275.87,Debit,Seattle,ATM,25,Student,112,1,1697.58,1
91.5,Debit,Omaha,ATM,47,Doctor,77,1,667.66,1
